,code,market,date,name,close,totalchange,futureHigh,nextday open,nextday low,nextday high,nextday close,forecast,ratio
610,S 002168,中小板,20220706,惠程科技,3.64,0,0,0,0,0,0,不涨,0.013660792261362076
611,S 002169,中小板,20220706,智光电气,8.76,0,0,0,0,0,0,不涨,0.037785470485687256
612,S 002170,中小板,20220706,芭田股份,6.72,0,0,0,0,0,0,不涨,0.02560417540371418
613,S 002171,中小板,20220706,楚江新材,9.17,0,0,0,0,0,0,不涨,0.00292484974488616
614,S 002172,中小板,20220706,澳洋健康,3.5,0,0,0,0,0,0,不涨,0.004062452353537083
615,S 002173,中小板,20220706,创新医疗,6.14,0,0,0,0,0,0,不涨,0.004641239996999502
616,S 002174,中小板,20220706,游族网络,9.49,0,0,0,0,0,0,不涨,0.0014302205527201295
617,S 002175,中小板,20220706,东方网络,2.9,0,0,0,0,0,0,不涨,0.0013462066417559981
618,S 002176,中小板,20220706,江特电机,28.75,0,0,0,0,0,0,不涨,0.00010788626241264865
619,S 002177,中小板,20220706,*ST御银,2.27,0,0,0,0,0,0,不涨,0.022989770397543907
620,S 002178,中小板,20220706,延华智能,5.07,0,0,0,0,0,0,不涨,0.013055877760052681
621,S 002179,中小板,20220706,中航光电,63.9,0,0,0,0,0,0,不涨,2.5252184059354477e-05
622,S 002180,中小板,20220706,纳思达,52.37,0,0,0,0,0,0,不涨,8.718952813069336e-07
623,S 002181,中小板,20220706,粤传媒,4.24,0,0,0,0,0,0,不涨,0.0004836791777051985
624,S 002182,中小板,20220706,云海金属,25.3,0,0,0,0,0,0,不涨,0.028635075315833092
625,S 002183,中小板,20220706,怡亚通,6.59,0,0,0,0,0,0,不涨,0.0019589150324463844
626,S 002184,中小板,20220706,海得控制,12.73,0,0,0,0,0,0,不涨,0.011111535131931305
627,S 002185,中小板,20220706,华天科技,9.09,0,0,0,0,0,0,不涨,0.003269936889410019
628,S 002186,中小板,20220706,全聚德,8.44,0,0,0,0,0,0,不涨,0.0009698370122350752
629,S 002187,中小板,20220706,广百股份,7.91,0,0,0,0,0,0,不涨,0.0032531251199543476
630,S 002188,中小板,20220706,*ST巴士,6.03,0,0,0,0,0,0,不涨,0.006148902233690023
631,S 002189,中小板,20220706,中光学,14.79,0,0,0,0,0,0,不涨,0.0005872087785974145
632,S 002190,中小板,20220706,成飞集成,27.1,0,0,0,0,0,0,不涨,0.0015084545593708754
633,S 002191,中小板,20220706,劲嘉股份,9.66,0,0,0,0,0,0,不涨,0.00188182492274791
634,S 002192,中小板,20220706,融捷股份,172.89,0,0,0,0,0,0,不涨,0.00027005065931007266
635,S 002193,中小板,20220706,如意集团,6.29,0,0,0,0,0,0,不涨,0.005057185888290405
636,S 002194,中小板,20220706,武汉凡谷,9.97,0,0,0,0,0,0,不涨,0.01131194643676281
637,S 002195,中小板,20220706,二三四五,2.15,0,0,0,0,0,0,不涨,0.0026093358173966408
638,S 002196,中小板,20220706,方正电机,9.88,0,0,0,0,0,0,不涨,0.012162681668996811
639,S 002197,中小板,20220706,证通电子,8.63,0,0,0,0,0,0,不涨,0.017797037959098816
640,S 002198,中小板,20220706,嘉应制药,5.37,0,0,0,0,0,0,不涨,0.002568810014054179
641,S 002199,中小板,20220706,东晶电子,6.56,0,0,0,0,0,0,不涨,0.0019736408721655607
642,S 002200,中小板,20220706,ST云投,7.74,0,0,0,0,0,0,不涨,0.0008940868428908288
643,S 002201,中小板,20220706,正威新材,17.56,0,0,0,0,0,0,不涨,0.09797417372465134
644,S 002202,中小板,20220706,金风科技,15.05,0,0,0,0,0,0,不涨,0.008336701430380344
645,S 002203,中小板,20220706,海亮股份,11.4,0,0,0,0,0,0,不涨,3.0785074045525107e-07
646,S 002204,中小板,20220706,大连重工,6.4,0,0,0,0,0,0,不涨,0.0035141671542078257
647,S 002205,中小板,20220706,国统股份,11.79,0,0,0,0,0,0,不涨,0.017733681946992874
648,S 002206,中小板,20220706,海利得,6.03,0,0,0,0,0,0,不涨,0.0006134514696896076
649,S 002207,中小板,20220706,准油股份,7.22,0,0,0,0,0,0,不涨,0.015326131135225296
650,S 002208,中小板,20220706,合肥城建,8.28,0,0,0,0,0,0,不涨,0.006064746528863907
651,S 002209,中小板,20220706,达意隆,6.65,0,0,0,0,0,0,不涨,0.0015333289047703147
652,S 002210,中小板,20220706,飞马国际,2.5,0,0,0,0,0,0,不涨,0.0011442259419709444
653,S 002211,中小板,20220706,ST宏达,3.39,0,0,0,0,0,0,不涨,0.019471971318125725
654,S 002212,中小板,20220706,天融信,9.66,0,0,0,0,0,0,不涨,0.0005143255111761391
655,S 002213,中小板,20220706,大为股份,16.63,0,0,0,0,0,0,不涨,0.035924650728702545
656,S 002214,中小板,20220706,大立科技,11.6,0,0,0,0,0,0,不涨,0.025119325146079063
657,S 002215,中小板,20220706,诺普信,5.62,0,0,0,0,0,0,不涨,0.0032993305940181017
658,S 002216,中小板,20220706,三全食品,19.69,0,0,0,0,0,0,不涨,0.008063516579568386
659,S 002217,中小板,20220706,合力泰,3.1,0,0,0,0,0,0,不涨,0.001551056862808764
660,S 002218,中小板,20220706,拓日新能,5.85,0,0,0,0,0,0,不涨,0.005284791812300682
661,S 002219,中小板,20220706,*ST恒康,4.43,0,0,0,0,0,0,不涨,0.009340156801044941
662,S 002221,中小板,20220706,东华能源,9.52,0,0,0,0,0,0,不涨,0.009784005582332611
663,S 002222,中小板,20220706,福晶科技,16.03,0,0,0,0,0,0,不涨,0.007950876839458942
664,S 002223,中小板,20220706,鱼跃医疗,25.95,0,0,0,0,0,0,不涨,0.003572835586965084
665,S 002224,中小板,20220706,三力士,4.58,0,0,0,0,0,0,不涨,0.002853220561519265
666,S 002225,中小板,20220706,濮耐股份,4.04,0,0,0,0,0,0,不涨,0.008963427506387234
667,S 002226,中小板,20220706,江南化工,5.45,0,0,0,0,0,0,不涨,0.0016670464538037777
668,S 002227,中小板,20220706,奥特迅,14.31,0,0,0,0,0,0,不涨,0.0019601413514465094
669,S 002228,中小板,20220706,合兴包装,3.58,0,0,0,0,0,0,不涨,0.0019168439321219921
670,S 002229,中小板,20220706,鸿博股份,6.59,0,0,0,0,0,0,不涨,0.01094404049217701
671,S 002230,中小板,20220706,科大讯飞,43.76,0,0,0,0,0,0,不涨,0.0016326444456353784
672,S 002231,中小板,20220706,奥维通信,5.56,0,0,0,0,0,0,不涨,0.012224717065691948
673,S 002232,中小板,20220706,启明信息,13.11,0,0,0,0,0,0,不涨,0.001106345676817
674,S 002233,中小板,20220706,塔牌集团,8.62,0,0,0,0,0,0,不涨,0.0008952164207585156
675,S 002234,中小板,20220706,民和股份,17.39,0,0,0,0,0,0,不涨,0.02159973792731762
676,S 002235,中小板,20220706,安妮股份,4.55,0,0,0,0,0,0,不涨,0.0034822411835193634
677,S 002236,中小板,20220706,大华股份,15.77,0,0,0,0,0,0,不涨,0.0018798171076923609
678,S 002237,中小板,20220706,恒邦股份,9.51,0,0,0,0,0,0,不涨,0.0025460384786128998
679,S 002238,中小板,20220706,天威视讯,5.58,0,0,0,0,0,0,不涨,0.0007708564517088234
680,S 002239,中小板,20220706,奥特佳,3.13,0,0,0,0,0,0,不涨,0.01143304631114006
681,S 002240,中小板,20220706,盛新锂能,68.69,0,0,0,0,0,0,不涨,2.9460401492542587e-05
682,S 002241,中小板,20220706,歌尔股份,32.42,0,0,0,0,0,0,不涨,0.0008532136562280357
683,S 002242,中小板,20220706,九阳股份,18.64,0,0,0,0,0,0,不涨,0.0032237020786851645
684,S 002243,中小板,20220706,力合科创,9.17,0,0,0,0,0,0,不涨,0.0028802126180380583
685,S 002244,中小板,20220706,滨江集团,8.68,0,0,0,0,0,0,不涨,0.0011542679276317358
686,S 002245,中小板,20220706,蔚蓝锂芯,19.98,0,0,0,0,0,0,不涨,0.01253229845315218
687,S 002246,中小板,20220706,北化股份,8.3,0,0,0,0,0,0,不涨,0.002486646641045809
688,S 002247,中小板,20220706,聚力文化,2.54,0,0,0,0,0,0,不涨,0.0023898861836642027
689,S 002248,中小板,20220706,华东数控,7.86,0,0,0,0,0,0,不涨,0.004720349330455065
690,S 002249,中小板,20220706,大洋电机,6.06,0,0,0,0,0,0,不涨,0.0036183076445013285
691,S 002250,中小板,20220706,联化科技,16.7,0,0,0,0,0,0,不涨,0.005729067139327526
692,S 002251,中小板,20220706,步步高,6.38,0,0,0,0,0,0,不涨,0.05011257156729698
693,S 002252,中小板,20220706,上海莱士,5.94,0,0,0,0,0,0,不涨,0.0012352736666798592
694,S 002253,中小板,20220706,川大智胜,11.96,0,0,0,0,0,0,不涨,0.0015782576519995928
695,S 002254,中小板,20220706,泰和新材,16.54,0,0,0,0,0,0,不涨,0.0005158141138963401
696,S 002255,中小板,20220706,海陆重工,5.85,0,0,0,0,0,0,不涨,0.004173986613750458
697,S 002256,中小板,20220706,兆新股份,3.02,0,0,0,0,0,0,不涨,0.015530492179095745
698,S 002258,中小板,20220706,利尔化学,23.31,0,0,0,0,0,0,不涨,1.6692982171662152e-05
699,S 002259,中小板,20220706,ST升达,2.9,0,0,0,0,0,0,不涨,0.0035443182568997145
700,S 002261,中小板,20220706,拓维信息,6.1,0,0,0,0,0,0,不涨,0.0031194346956908703
701,S 002262,中小板,20220706,恩华药业,13.87,0,0,0,0,0,0,不涨,0.002736068796366453
702,S 002263,中小板,20220706,大东南,3.44,0,0,0,0,0,0,不涨,0.000993640162050724
703,S 002264,中小板,20220706,新华都,5.25,0,0,0,0,0,0,不涨,0.010558485984802246
704,S 002265,中小板,20220706,西仪股份,14.57,0,0,0,0,0,0,不涨,0.0030013767536729574
705,S 002266,中小板,20220706,浙富控股,4.74,0,0,0,0,0,0,不涨,0.00031621952075511217
706,S 002267,中小板,20220706,陕天然气,7.01,0,0,0,0,0,0,不涨,0.000788489414844662
707,S 002268,中小板,20220706,卫士通,43.6,0,0,0,0,0,0,不涨,0.0008969794725999236
708,S 002269,中小板,20220706,美邦服饰,1.95,0,0,0,0,0,0,不涨,0.0032203132286667824
709,S 002270,中小板,20220706,华明装备,8.11,0,0,0,0,0,0,不涨,0.002755050780251622
710,S 002271,中小板,20220706,东方雨虹,47.39,0,0,0,0,0,0,不涨,0.0007403144263662398
711,S 002272,中小板,20220706,川润股份,5.5,0,0,0,0,0,0,不涨,0.01642116717994213
712,S 002273,中小板,20220706,水晶光电,11.91,0,0,0,0,0,0,不涨,0.003474797820672393
713,S 002274,中小板,20220706,华昌化工,9.45,0,0,0,0,0,0,不涨,0.00011033874761778861
714,S 002275,中小板,20220706,桂林三金,12.77,0,0,0,0,0,0,不涨,0.0006000998546369374
715,S 002276,中小板,20220706,万马股份,7.65,0,0,0,0,0,0,不涨,0.004584684502333403
716,S 002277,中小板,20220706,友阿股份,4.53,0,0,0,0,0,0,不涨,0.026995038613677025
717,S 002278,中小板,20220706,神开股份,5.02,0,0,0,0,0,0,不涨,0.0008689413079991937
718,S 002279,中小板,20220706,久其软件,4.34,0,0,0,0,0,0,不涨,0.0026396457105875015
719,S 002280,中小板,20220706,联络互动,3.73,0,0,0,0,0,0,不涨,0.027693606913089752
720,S 002281,中小板,20220706,光迅科技,16.86,0,0,0,0,0,0,不涨,0.0034557166509330273
721,S 002282,中小板,20220706,博深股份,7.62,0,0,0,0,0,0,不涨,0.002588883740827441
722,S 002283,中小板,20220706,天润工业,6.47,0,0,0,0,0,0,不涨,0.0012855821987614036
723,S 002284,中小板,20220706,亚太股份,9.05,0,0,0,0,0,0,不涨,0.009727529250085354
724,S 002285,中小板,20220706,世联行,3.08,0,0,0,0,0,0,不涨,0.0006862332811579108
725,S 002286,中小板,20220706,保龄宝,10.79,0,0,0,0,0,0,不涨,0.008472267538309097
726,S 002287,中小板,20220706,奇正藏药,25.63,0,0,0,0,0,0,不涨,0.0007574636256322265
727,S 002288,中小板,20220706,超华科技,5.54,0,0,0,0,0,0,不涨,0.002316313562914729
728,S 002289,中小板,20220706,宇顺电子,8.18,0,0,0,0,0,0,不涨,0.13880838453769684
729,S 002290,中小板,20220706,禾盛新材,6.98,0,0,0,0,0,0,不涨,0.0031667284201830626
730,S 002291,中小板,20220706,星期六,19.89,0,0,0,0,0,0,不涨,0.01661797985434532
731,S 002292,中小板,20220706,奥飞娱乐,4.49,0,0,0,0,0,0,不涨,0.002582235261797905
732,S 002293,中小板,20220706,罗莱生活,12.32,0,0,0,0,0,0,不涨,0.00045765674440190196
733,S 002294,中小板,20220706,信立泰,26.92,0,0,0,0,0,0,不涨,0.0018855588277801871
734,S 002295,中小板,20220706,精艺股份,6.61,0,0,0,0,0,0,不涨,0.0038089279551059008
735,S 002296,中小板,20220706,辉煌科技,6.63,0,0,0,0,0,0,不涨,0.0013726420002058148
736,S 002297,中小板,20220706,博云新材,8.77,0,0,0,0,0,0,不涨,0.04932291805744171
737,S 002298,中小板,20220706,中电兴发,6.79,0,0,0,0,0,0,不涨,0.015955625101923943
738,S 002299,中小板,20220706,圣农发展,18.77,0,0,0,0,0,0,不涨,0.00371007202193141
739,S 002300,中小板,20220706,太阳电缆,7.33,0,0,0,0,0,0,不涨,0.005839427001774311
740,S 002301,中小板,20220706,齐心集团,6.38,0,0,0,0,0,0,不涨,0.0009070837986655533
741,S 002302,中小板,20220706,西部建设,7.59,0,0,0,0,0,0,不涨,0.0008258612360805273
742,S 002303,中小板,20220706,美盈森,3.31,0,0,0,0,0,0,不涨,0.003265271196141839
743,S 002304,中小板,20220706,洋河股份,179.73,0,0,0,0,0,0,不涨,0.0018481789156794548
744,S 002305,中小板,20220706,南国置业,2.51,0,0,0,0,0,0,不涨,0.023520158603787422
745,S 002306,中小板,20220706,中科云网,3.1,0,0,0,0,0,0,不涨,0.0031627602875232697
746,S 002307,中小板,20220706,北新路桥,6.51,0,0,0,0,0,0,不涨,0.04591711238026619
747,S 002308,中小板,20220706,威创股份,4.17,0,0,0,0,0,0,不涨,0.0099884532392025
748,S 002309,中小板,20220706,中利集团,4.49,0,0,0,0,0,0,不涨,0.018381895497441292
749,S 002310,中小板,20220706,东方园林,2.34,0,0,0,0,0,0,不涨,0.005496731959283352
750,S 002311,中小板,20220706,海大集团,60.19,0,0,0,0,0,0,不涨,0.0009143331553786993
751,S 002312,中小板,20220706,川发龙蟒,16.14,0,0,0,0,0,0,不涨,0.015102160163223743
752,S 002313,中小板,20220706,*ST日海,6.01,0,0,0,0,0,0,不涨,0.006567750591784716
753,S 002314,中小板,20220706,南山控股,3.88,0,0,0,0,0,0,不涨,0.05460814759135246
754,S 002315,中小板,20220706,焦点科技,13.5,0,0,0,0,0,0,不涨,0.001618982758373022
755,S 002316,中小板,20220706,*ST亚联,2.28,0,0,0,0,0,0,不涨,0.04034268856048584
756,S 002317,中小板,20220706,众生药业,14.64,0,0,0,0,0,0,不涨,0.0018320297822356224
757,S 002318,中小板,20220706,久立特材,15.93,0,0,0,0,0,0,不涨,2.5776387246878585e-07
758,S 002319,中小板,20220706,乐通股份,13.42,0,0,0,0,0,0,不涨,0.0005118669359944761
759,S 002320,中小板,20220706,海峡股份,5.35,0,0,0,0,0,0,不涨,0.00193868950009346
760,S 002321,中小板,20220706,*ST华英,2.38,0,0,0,0,0,0,不涨,0.0024277325719594955
761,S 002322,中小板,20220706,理工能科,8.74,0,0,0,0,0,0,不涨,0.00018758625083137304
762,S 002323,中小板,20220706,*ST雅博,3.65,0,0,0,0,0,0,不涨,0.002906565088778734
763,S 002324,中小板,20220706,普利特,13.84,0,0,0,0,0,0,不涨,0.0029953671619296074
764,S 002325,中小板,20220706,洪涛股份,2.29,0,0,0,0,0,0,不涨,0.0029442119412124157
765,S 002326,中小板,20220706,永太科技,32.91,0,0,0,0,0,0,不涨,0.0004110961453989148
766,S 002327,中小板,20220706,富安娜,7.95,0,0,0,0,0,0,不涨,0.001428379793651402
767,S 002328,中小板,20220706,新朋股份,5.89,0,0,0,0,0,0,不涨,0.012616067193448544
768,S 002329,中小板,20220706,皇氏集团,5.91,0,0,0,0,0,0,不涨,0.019238559529185295
769,S 002330,中小板,20220706,得利斯,7.99,0,0,0,0,0,0,不涨,0.010476409457623959
770,S 002331,中小板,20220706,皖通科技,6.89,0,0,0,0,0,0,不涨,0.0033532746601849794
771,S 002332,中小板,20220706,仙琚制药,9.73,0,0,0,0,0,0,不涨,0.003273108508437872
772,S 002333,中小板,20220706,罗普斯金,5.36,0,0,0,0,0,0,不涨,0.0019504582742229104
773,S 002334,中小板,20220706,英威腾,7.09,0,0,0,0,0,0,不涨,0.07659294456243515
774,S 002335,中小板,20220706,科华数据,33.38,0,0,0,0,0,0,不涨,0.00014270211977418512
775,S 002336,中小板,20220706,人人乐,5.87,0,0,0,0,0,0,不涨,0.0029199672862887383
776,S 002337,中小板,20220706,赛象科技,3.92,0,0,0,0,0,0,不涨,0.013708174228668213
777,S 002338,中小板,20220706,奥普光电,17.99,0,0,0,0,0,0,不涨,0.08911678940057755
778,S 002339,中小板,20220706,积成电子,5.59,0,0,0,0,0,0,不涨,0.0011358344927430153
779,S 002340,中小板,20220706,格林美,9.19,0,0,0,0,0,0,不涨,1.4547819773724768e-05
780,S 002341,中小板,20220706,新纶新材,4.35,0,0,0,0,0,0,不涨,0.0054255640134215355
781,S 002342,中小板,20220706,巨力索具,3.84,0,0,0,0,0,0,不涨,0.0030754748731851578
782,S 002343,中小板,20220706,慈文传媒,5.54,0,0,0,0,0,0,不涨,0.015650788322091103
783,S 002344,中小板,20220706,海宁皮城,4.54,0,0,0,0,0,0,不涨,0.005891956388950348
784,S 002345,中小板,20220706,潮宏基,4.4,0,0,0,0,0,0,不涨,0.0009881777223199606
785,S 002346,中小板,20220706,柘中股份,12.84,0,0,0,0,0,0,不涨,0.0003563263453543186
786,S 002347,中小板,20220706,泰尔股份,4.74,0,0,0,0,0,0,不涨,0.014407306909561157
787,S 002348,中小板,20220706,高乐股份,2.87,0,0,0,0,0,0,不涨,0.07294520735740662
788,S 002349,中小板,20220706,精华制药,14.71,0,0,0,0,0,0,不涨,5.8438094129087403e-05
789,S 002350,中小板,20220706,北京科锐,7.36,0,0,0,0,0,0,不涨,0.002804877469316125
790,S 002351,中小板,20220706,漫步者,8.34,0,0,0,0,0,0,不涨,0.002111688256263733
791,S 002352,中小板,20220706,顺丰控股,54.53,0,0,0,0,0,0,不涨,0.0006401055725291371
792,S 002353,中小板,20220706,杰瑞股份,37.14,0,0,0,0,0,0,不涨,0.00014803468366153538
793,S 002354,中小板,20220706,天娱数科,3.81,0,0,0,0,0,0,不涨,0.0006243045791052282
794,S 002355,中小板,20220706,兴民智通,6.63,0,0,0,0,0,0,不涨,0.24273687601089478
795,S 002356,中小板,20220706,*ST赫美,6.02,0,0,0,0,0,0,不涨,0.055145617574453354
796,S 002357,中小板,20220706,富临运业,5.53,0,0,0,0,0,0,不涨,0.002565851202234626
797,S 002358,中小板,20220706,ST森源,3.0,0,0,0,0,0,0,不涨,0.0018786902073770761
798,S 002360,中小板,20220706,同德化工,7.31,0,0,0,0,0,0,不涨,0.0025035678409039974
799,S 002361,中小板,20220706,神剑股份,4.27,0,0,0,0,0,0,不涨,0.00813338253647089
800,S 002362,中小板,20220706,汉王科技,14.89,0,0,0,0,0,0,不涨,0.15941627323627472
801,S 002363,中小板,20220706,隆基机械,6.7,0,0,0,0,0,0,不涨,0.002618298400193453
802,S 002364,中小板,20220706,中恒电气,7.68,0,0,0,0,0,0,不涨,0.0009453631937503815
803,S 002365,中小板,20220706,永安药业,12.88,0,0,0,0,0,0,不涨,0.018027354031801224
804,S 002366,中小板,20220706,*ST海核,4.05,0,0,0,0,0,0,不涨,0.0010680084815248847
805,S 002367,中小板,20220706,康力电梯,7.6,0,0,0,0,0,0,不涨,0.0076186819933354855
806,S 002368,中小板,20220706,太极股份,18.48,0,0,0,0,0,0,不涨,0.0011543547734618187
807,S 002369,中小板,20220706,卓翼科技,4.26,0,0,0,0,0,0,不涨,0.003807687433436513
808,S 002370,中小板,20220706,亚太药业,5.21,0,0,0,0,0,0,不涨,0.008426760323345661
809,S 002371,中小板,20220706,北方华创,294.0,0,0,0,0,0,0,不涨,0.0007985256379470229
810,S 002372,中小板,20220706,伟星新材,22.64,0,0,0,0,0,0,不涨,7.037300747469999e-06
811,S 002373,中小板,20220706,千方科技,10.14,0,0,0,0,0,0,不涨,0.008114193566143513
812,S 002374,中小板,20220706,中锐股份,3.95,0,0,0,0,0,0,不涨,0.027223117649555206
813,S 002375,中小板,20220706,亚厦股份,5.03,0,0,0,0,0,0,不涨,0.0005138518754392862
814,S 002376,中小板,20220706,新北洋,7.6,0,0,0,0,0,0,不涨,0.004567288793623447
815,S 002377,中小板,20220706,国创高新,3.11,0,0,0,0,0,0,不涨,0.0015716173220425844
816,S 002378,中小板,20220706,章源钨业,7.99,0,0,0,0,0,0,不涨,0.00695662060752511
817,S 002379,中小板,20220706,宏创控股,3.6,0,0,0,0,0,0,不涨,0.011907613836228848
818,S 002380,中小板,20220706,科远智慧,12.57,0,0,0,0,0,0,不涨,0.003101876936852932
819,S 002381,中小板,20220706,双箭股份,6.3,0,0,0,0,0,0,不涨,0.0011809399584308267
820,S 002382,中小板,20220706,蓝帆医疗,9.34,0,0,0,0,0,0,不涨,0.002342924941331148
821,S 002383,中小板,20220706,合众思壮,5.81,0,0,0,0,0,0,不涨,0.001093998784199357
822,S 002384,中小板,20220706,东山精密,21.73,0,0,0,0,0,0,不涨,0.011820570565760136
823,S 002385,中小板,20220706,大北农,7.79,0,0,0,0,0,0,不涨,0.00799751840531826
824,S 002386,中小板,20220706,天原股份,8.47,0,0,0,0,0,0,不涨,0.05267391353845596
825,S 002387,中小板,20220706,维信诺,6.23,0,0,0,0,0,0,不涨,0.0016610212624073029
826,S 002388,中小板,20220706,新亚制程,5.46,0,0,0,0,0,0,不涨,0.014986594207584858
827,S 002389,中小板,20220706,航天彩虹,17.58,0,0,0,0,0,0,不涨,0.005115811247378588
828,S 002390,中小板,20220706,信邦制药,6.69,0,0,0,0,0,0,不涨,0.019222429022192955
829,S 002391,中小板,20220706,长青股份,7.08,0,0,0,0,0,0,不涨,0.00436932360753417
830,S 002392,中小板,20220706,北京利尔,3.8,0,0,0,0,0,0,不涨,0.012774850241839886
831,S 002393,中小板,20220706,力生制药,20.79,0,0,0,0,0,0,不涨,0.0006302797701209784
832,S 002394,中小板,20220706,联发股份,7.51,0,0,0,0,0,0,不涨,0.0009401494753547013
833,S 002395,中小板,20220706,双象股份,8.63,0,0,0,0,0,0,不涨,0.000321676314342767
834,S 002396,中小板,20220706,星网锐捷,21.97,0,0,0,0,0,0,不涨,0.0014684651978313923
835,S 002397,中小板,20220706,梦洁股份,4.58,0,0,0,0,0,0,不涨,0.33338069915771484
836,S 002398,中小板,20220706,垒知集团,6.16,0,0,0,0,0,0,不涨,0.002851926488801837
837,S 002399,中小板,20220706,海普瑞,17.3,0,0,0,0,0,0,不涨,0.0015483673196285963
838,S 002400,中小板,20220706,省广集团,4.86,0,0,0,0,0,0,不涨,0.00356465601362288
839,S 002401,中小板,20220706,中远海科,8.8,0,0,0,0,0,0,不涨,0.0009229370043613017
840,S 002402,中小板,20220706,和而泰,16.37,0,0,0,0,0,0,不涨,0.007019262760877609
841,S 002403,中小板,20220706,爱仕达,7.68,0,0,0,0,0,0,不涨,0.0014901685062795877
842,S 002404,中小板,20220706,嘉欣丝绸,6.08,0,0,0,0,0,0,不涨,0.020258847624063492
843,S 002405,中小板,20220706,四维图新,13.55,0,0,0,0,0,0,不涨,0.007499563507735729
844,S 002406,中小板,20220706,远东传动,5.15,0,0,0,0,0,0,不涨,0.0008060545078478754
845,S 002407,中小板,20220706,多氟多,53.38,0,0,0,0,0,0,不涨,0.0002638879232108593
846,S 002408,中小板,20220706,齐翔腾达,7.8,0,0,0,0,0,0,不涨,0.0008050296455621719
847,S 002409,中小板,20220706,雅克科技,51.25,0,0,0,0,0,0,不涨,0.01824808306992054
848,S 002410,中小板,20220706,广联达,53.4,0,0,0,0,0,0,不涨,0.0012364096473902464
849,S 002411,中小板,20220706,延安必康,5.33,0,0,0,0,0,0,不涨,0.007201331667602062
850,S 002412,中小板,20220706,汉森制药,5.84,0,0,0,0,0,0,不涨,0.005988663993775845
851,S 002413,中小板,20220706,雷科防务,5.41,0,0,0,0,0,0,不涨,0.007996474392712116
852,S 002414,中小板,20220706,高德红外,12.53,0,0,0,0,0,0,不涨,0.00037309268373064697
853,S 002415,中小板,20220706,海康威视,34.95,0,0,0,0,0,0,不涨,0.00020612883963622153
854,S 002416,中小板,20220706,爱施德,9.1,0,0,0,0,0,0,不涨,0.0032503309193998575
855,S 002417,中小板,20220706,*ST深南,3.37,0,0,0,0,0,0,不涨,0.011245314963161945
856,S 002418,中小板,20220706,康盛股份,3.26,0,0,0,0,0,0,不涨,0.004836707841604948
857,S 002419,中小板,20220706,天虹股份,6.72,0,0,0,0,0,0,不涨,0.004729471169412136
858,S 002420,中小板,20220706,毅昌科技,6.73,0,0,0,0,0,0,不涨,0.0039741662330925465
859,S 002421,中小板,20220706,达实智能,3.2,0,0,0,0,0,0,不涨,0.03717964142560959
860,S 002422,中小板,20220706,科伦药业,19.18,0,0,0,0,0,0,不涨,0.00196743942797184
861,S 002423,中小板,20220706,中粮资本,6.6,0,0,0,0,0,0,不涨,0.0002102103317156434
862,S 002424,中小板,20220706,贵州百灵,7.46,0,0,0,0,0,0,不涨,0.020558318123221397
863,S 002425,中小板,20220706,凯撒文化,5.22,0,0,0,0,0,0,不涨,0.004314923658967018
864,S 002426,中小板,20220706,胜利精密,2.35,0,0,0,0,0,0,不涨,0.016504691913723946
865,S 002427,中小板,20220706,*ST尤夫,9.1,0,0,0,0,0,0,不涨,0.00894737895578146
866,S 002428,中小板,20220706,云南锗业,12.26,0,0,0,0,0,0,不涨,0.011163599789142609
867,S 002429,中小板,20220706,兆驰股份,3.7,0,0,0,0,0,0,不涨,0.0012223185040056705
868,S 002430,中小板,20220706,杭氧股份,30.5,0,0,0,0,0,0,不涨,9.795971891435329e-07
869,S 002431,中小板,20220706,棕榈股份,3.19,0,0,0,0,0,0,不涨,0.0101749487221241
870,S 002432,中小板,20220706,九安医疗,60.76,0,0,0,0,0,0,不涨,0.0007949492428451777
871,S 002433,中小板,20220706,太安堂,4.12,0,0,0,0,0,0,不涨,0.029681362211704254
872,S 002434,中小板,20220706,万里扬,8.55,0,0,0,0,0,0,不涨,0.0021109699737280607
873,S 002435,中小板,20220706,长江健康,4.72,0,0,0,0,0,0,不涨,0.0036806350108236074
874,S 002436,中小板,20220706,兴森科技,11.59,0,0,0,0,0,0,不涨,0.11178508400917053
875,S 002437,中小板,20220706,誉衡药业,2.51,0,0,0,0,0,0,不涨,0.0011985941091552377
876,S 002438,中小板,20220706,江苏神通,14.25,0,0,0,0,0,0,不涨,2.6477798655832885e-06
877,S 002439,中小板,20220706,启明星辰,20.2,0,0,0,0,0,0,不涨,0.0012083920883014798
878,S 002440,中小板,20220706,闰土股份,8.07,0,0,0,0,0,0,不涨,0.0012927958741784096
879,S 002441,中小板,20220706,众业达,9.34,0,0,0,0,0,0,不涨,0.0029073222540318966
880,S 002442,中小板,20220706,龙星化工,5.48,0,0,0,0,0,0,不涨,0.005652640480548143
881,S 002443,中小板,20220706,金洲管道,8.02,0,0,0,0,0,0,不涨,9.185619092022534e-06
882,S 002444,中小板,20220706,巨星科技,18.72,0,0,0,0,0,0,不涨,0.0028502359054982662
883,S 002445,中小板,20220706,中南文化,2.27,0,0,0,0,0,0,不涨,0.003610295243561268
884,S 002446,中小板,20220706,盛路通信,7.14,0,0,0,0,0,0,不涨,0.014875643886625767
885,S 002448,中小板,20220706,中原内配,7.11,0,0,0,0,0,0,不涨,0.0384884849190712
886,S 002449,中小板,20220706,国星光电,8.05,0,0,0,0,0,0,不涨,0.008201862685382366
