,code,market,date,name,close,totalchange,futureHigh,nextday open,nextday low,nextday high,nextday close,forecast,ratio
1847,S 300475,创业板,20220706,香农芯创,20.03,0,0,0,0,0,0,不涨,8.266307816029439e-08
1848,S 300476,创业板,20220706,胜宏科技,16.34,0,0,0,0,0,0,不涨,0.002806467469781637
1849,S 300477,创业板,20220706,合纵科技,7.66,0,0,0,0,0,0,不涨,0.0045998552814126015
1850,S 300478,创业板,20220706,杭州高新,10.24,0,0,0,0,0,0,不涨,0.0014290198450908065
1851,S 300479,创业板,20220706,神思电子,21.56,0,0,0,0,0,0,不涨,0.03733653575181961
1852,S 300480,创业板,20220706,光力科技,17.13,0,0,0,0,0,0,不涨,0.00068865274079144
1853,S 300481,创业板,20220706,濮阳惠成,27.93,0,0,0,0,0,0,不涨,0.0011130949715152383
1854,S 300482,创业板,20220706,万孚生物,42.56,0,0,0,0,0,0,不涨,0.05606131628155708
1855,S 300483,创业板,20220706,首华燃气,13.94,0,0,0,0,0,0,不涨,0.03914497420191765
1856,S 300484,创业板,20220706,蓝海华腾,12.7,0,0,0,0,0,0,不涨,0.011544718407094479
1857,S 300485,创业板,20220706,赛升药业,11.91,0,0,0,0,0,0,不涨,0.0033564409241080284
1858,S 300486,创业板,20220706,东杰智能,9.49,0,0,0,0,0,0,不涨,0.0009594145230948925
1859,S 300487,创业板,20220706,蓝晓科技,64.55,0,0,0,0,0,0,不涨,1.8571041437098756e-05
1860,S 300488,创业板,20220706,恒锋工具,24.67,0,0,0,0,0,0,不涨,0.00019206592696718872
1861,S 300489,创业板,20220706,光智科技,15.9,0,0,0,0,0,0,不涨,0.0009167508687824011
1862,S 300490,创业板,20220706,华自科技,13.83,0,0,0,0,0,0,不涨,0.005361904855817556
1863,S 300491,创业板,20220706,通合科技,14.63,0,0,0,0,0,0,不涨,0.016194233670830727
1864,S 300492,创业板,20220706,华图山鼎,35.7,0,0,0,0,0,0,不涨,0.001821096520870924
1865,S 300493,创业板,20220706,润欣科技,6.72,0,0,0,0,0,0,不涨,0.0048169298097491264
1866,S 300494,创业板,20220706,盛天网络,13.6,0,0,0,0,0,0,不涨,0.004722708836197853
1867,S 300495,创业板,20220706,*ST美尚,2.36,0,0,0,0,0,0,不涨,0.006162589881569147
1868,S 300496,创业板,20220706,中科创达,132.96,0,0,0,0,0,0,不涨,0.00013923215738032013
1869,S 300497,创业板,20220706,富祥药业,13.68,0,0,0,0,0,0,不涨,0.011784536764025688
1870,S 300498,创业板,20220706,温氏股份,23.98,0,0,0,0,0,0,不涨,0.0027039458509534597
1871,S 300499,创业板,20220706,高澜股份,12.65,0,0,0,0,0,0,不涨,0.0065688034519553185
1872,S 300500,创业板,20220706,启迪设计,16.84,0,0,0,0,0,0,不涨,0.016916215419769287
1873,S 300501,创业板,20220706,海顺新材,14.62,0,0,0,0,0,0,不涨,0.0034701544791460037
1874,S 300502,创业板,20220706,新易盛,24.3,0,0,0,0,0,0,不涨,0.0034850100055336952
1875,S 300503,创业板,20220706,昊志机电,11.37,0,0,0,0,0,0,不涨,0.02781924232840538
1876,S 300504,创业板,20220706,天邑股份,17.27,0,0,0,0,0,0,不涨,0.004851345904171467
1877,S 300505,创业板,20220706,川金诺,31.82,0,0,0,0,0,0,不涨,0.013097235932946205
1878,S 300506,创业板,20220706,名家汇,6.73,0,0,0,0,0,0,不涨,0.025800654664635658
1879,S 300507,创业板,20220706,苏奥传感,7.48,0,0,0,0,0,0,不涨,0.014881820417940617
1880,S 300508,创业板,20220706,维宏股份,24.05,0,0,0,0,0,0,不涨,0.007645811885595322
1881,S 300509,创业板,20220706,新美星,6.09,0,0,0,0,0,0,不涨,0.006327626295387745
1882,S 300510,创业板,20220706,金冠股份,4.69,0,0,0,0,0,0,不涨,0.005118564236909151
1883,S 300511,创业板,20220706,雪榕生物,6.52,0,0,0,0,0,0,不涨,0.005230213049799204
1884,S 300512,创业板,20220706,中亚股份,7.88,0,0,0,0,0,0,不涨,0.0030010994523763657
1885,S 300513,创业板,20220706,恒实科技,11.14,0,0,0,0,0,0,不涨,0.018551217392086983
1886,S 300514,创业板,20220706,友讯达,10.39,0,0,0,0,0,0,不涨,0.006022063083946705
1887,S 300515,创业板,20220706,三德科技,9.93,0,0,0,0,0,0,不涨,0.0036014856304973364
1888,S 300516,创业板,20220706,久之洋,26.8,0,0,0,0,0,0,不涨,0.0008601692970842123
1889,S 300517,创业板,20220706,海波重科,12.22,0,0,0,0,0,0,不涨,0.00084666907787323
1890,S 300518,创业板,20220706,盛讯达,64.35,0,0,0,0,0,0,不涨,0.009441264905035496
1891,S 300519,创业板,20220706,新光药业,17.18,0,0,0,0,0,0,不涨,0.003719432046636939
1892,S 300520,创业板,20220706,科大国创,15.45,0,0,0,0,0,0,不涨,0.0024645072408020496
1893,S 300521,创业板,20220706,爱司凯,10.97,0,0,0,0,0,0,不涨,0.003029205836355686
1894,S 300522,创业板,20220706,世名科技,11.75,0,0,0,0,0,0,不涨,0.0031502083875238895
1895,S 300523,创业板,20220706,辰安科技,24.78,0,0,0,0,0,0,不涨,0.002346705412492156
1896,S 300525,创业板,20220706,博思软件,21.87,0,0,0,0,0,0,不涨,0.002423189114779234
1897,S 300526,创业板,20220706,*ST中潜,7.37,0,0,0,0,0,0,不涨,0.015287148766219616
1898,S 300527,创业板,20220706,中船应急,7.22,0,0,0,0,0,0,不涨,0.0017130401683971286
1899,S 300528,创业板,20220706,幸福蓝海,6.66,0,0,0,0,0,0,不涨,0.00854118075221777
1900,S 300529,创业板,20220706,健帆生物,50.15,0,0,0,0,0,0,不涨,0.0018483661115169525
1901,S 300530,创业板,20220706,达志科技,28.36,0,0,0,0,0,0,不涨,0.0017657325370237231
1902,S 300531,创业板,20220706,优博讯,12.89,0,0,0,0,0,0,不涨,0.0023351924028247595
1903,S 300532,创业板,20220706,今天国际,14.78,0,0,0,0,0,0,不涨,0.0684821680188179
1904,S 300533,创业板,20220706,冰川网络,26.18,0,0,0,0,0,0,不涨,0.008017259649932384
1905,S 300534,创业板,20220706,陇神戎发,10.26,0,0,0,0,0,0,不涨,0.04079610854387283
1906,S 300535,创业板,20220706,达威股份,13.39,0,0,0,0,0,0,不涨,0.0017595908138900995
1907,S 300536,创业板,20220706,农尚环境,17.5,0,0,0,0,0,0,不涨,0.0004088155983481556
1908,S 300537,创业板,20220706,广信材料,11.86,0,0,0,0,0,0,不涨,0.007537086494266987
1909,S 300538,创业板,20220706,同益股份,12.34,0,0,0,0,0,0,不涨,0.0017320860642939806
1910,S 300539,创业板,20220706,横河精密,8.35,0,0,0,0,0,0,不涨,0.014358311891555786
1911,S 300540,创业板,20220706,蜀道装备,21.33,0,0,0,0,0,0,不涨,0.001829866087064147
1912,S 300541,创业板,20220706,先进数通,11.98,0,0,0,0,0,0,不涨,0.07170596718788147
1913,S 300542,创业板,20220706,新晨科技,11.13,0,0,0,0,0,0,不涨,0.003431198187172413
1914,S 300543,创业板,20220706,朗科智能,10.75,0,0,0,0,0,0,不涨,0.0022124156821519136
1915,S 300545,创业板,20220706,联得装备,17.35,0,0,0,0,0,0,不涨,0.013128325343132019
1916,S 300546,创业板,20220706,雄帝科技,26.43,0,0,0,0,0,0,不涨,0.03863568231463432
1917,S 300547,创业板,20220706,川环科技,17.09,0,0,0,0,0,0,不涨,0.0006254790350794792
1918,S 300548,创业板,20220706,博创科技,18.46,0,0,0,0,0,0,不涨,0.00191199139226228
1919,S 300549,创业板,20220706,优德精密,13.19,0,0,0,0,0,0,不涨,0.006209487561136484
1920,S 300550,创业板,20220706,和仁科技,11.43,0,0,0,0,0,0,不涨,0.0006265446427278221
1921,S 300551,创业板,20220706,古鳌科技,9.37,0,0,0,0,0,0,不涨,0.04629402980208397
1922,S 300552,创业板,20220706,万集科技,27.18,0,0,0,0,0,0,不涨,0.04486573860049248
1923,S 300553,创业板,20220706,集智股份,32.14,0,0,0,0,0,0,不涨,0.007384899538010359
1924,S 300554,创业板,20220706,三超新材,15.82,0,0,0,0,0,0,不涨,0.010295100510120392
1925,S 300555,创业板,20220706,路通视信,7.6,0,0,0,0,0,0,不涨,0.0026535845827311277
1926,S 300556,创业板,20220706,丝路视觉,19.14,0,0,0,0,0,0,不涨,0.006966757588088512
1927,S 300557,创业板,20220706,理工光科,26.78,0,0,0,0,0,0,不涨,0.0013541701482608914
1928,S 300558,创业板,20220706,贝达药业,59.05,0,0,0,0,0,0,不涨,0.0016418633749708533
1929,S 300559,创业板,20220706,佳发教育,9.45,0,0,0,0,0,0,不涨,0.0016313797095790505
1930,S 300560,创业板,20220706,中富通,16.31,0,0,0,0,0,0,不涨,0.04226336628198624
1931,S 300561,创业板,20220706,汇金科技,9.95,0,0,0,0,0,0,不涨,0.002355888718739152
1932,S 300562,创业板,20220706,乐心医疗,9.58,0,0,0,0,0,0,不涨,0.0032469078432768583
1933,S 300563,创业板,20220706,神宇股份,11.73,0,0,0,0,0,0,不涨,0.0019377771532163024
1934,S 300564,创业板,20220706,筑博设计,23.64,0,0,0,0,0,0,不涨,0.00522532919421792
1935,S 300565,创业板,20220706,科信技术,17.12,0,0,0,0,0,0,上涨,0.5640725493431091
1936,S 300566,创业板,20220706,激智科技,17.6,0,0,0,0,0,0,不涨,0.0026830800343304873
1937,S 300567,创业板,20220706,精测电子,43.83,0,0,0,0,0,0,不涨,0.010199875570833683
1938,S 300568,创业板,20220706,星源材质,33.0,0,0,0,0,0,0,不涨,0.0004522789968177676
1939,S 300569,创业板,20220706,天能重工,11.44,0,0,0,0,0,0,不涨,0.005687853787094355
1940,S 300570,创业板,20220706,太辰光,14.7,0,0,0,0,0,0,不涨,0.006029637064784765
1941,S 300571,创业板,20220706,平治信息,38.9,0,0,0,0,0,0,不涨,0.0019769459031522274
1942,S 300572,创业板,20220706,安车检测,13.71,0,0,0,0,0,0,不涨,0.004286233335733414
1943,S 300573,创业板,20220706,兴齐眼药,109.3,0,0,0,0,0,0,不涨,0.07686983793973923
1944,S 300575,创业板,20220706,中旗股份,19.88,0,0,0,0,0,0,不涨,0.015777546912431717
1945,S 300576,创业板,20220706,容大感光,26.64,0,0,0,0,0,0,不涨,0.011399510316550732
1946,S 300577,创业板,20220706,开润股份,16.83,0,0,0,0,0,0,不涨,0.003162328852340579
1947,S 300578,创业板,20220706,会畅通讯,16.35,0,0,0,0,0,0,不涨,0.002127306303009391
1948,S 300579,创业板,20220706,数字认证,24.45,0,0,0,0,0,0,不涨,0.0013477549655362964
1949,S 300580,创业板,20220706,贝斯特,20.1,0,0,0,0,0,0,不涨,0.003253333969041705
1950,S 300581,创业板,20220706,晨曦航空,24.22,0,0,0,0,0,0,不涨,0.013809189200401306
1951,S 300582,创业板,20220706,英飞特,14.65,0,0,0,0,0,0,不涨,0.004683275707066059
1952,S 300583,创业板,20220706,赛托生物,22.43,0,0,0,0,0,0,不涨,0.0002533836232032627
1953,S 300584,创业板,20220706,海辰药业,30.48,0,0,0,0,0,0,不涨,0.07748469710350037
1954,S 300585,创业板,20220706,奥联电子,17.6,0,0,0,0,0,0,不涨,0.015241462737321854
1955,S 300586,创业板,20220706,美联新材,19.0,0,0,0,0,0,0,不涨,0.00010616025974741206
1956,S 300587,创业板,20220706,天铁股份,23.81,0,0,0,0,0,0,不涨,0.015107297338545322
1957,S 300588,创业板,20220706,熙菱信息,10.29,0,0,0,0,0,0,不涨,0.00854744203388691
1958,S 300589,创业板,20220706,江龙船艇,11.3,0,0,0,0,0,0,不涨,0.008254175074398518
1959,S 300590,创业板,20220706,移为通信,12.8,0,0,0,0,0,0,不涨,0.0050752791576087475
1960,S 300591,创业板,20220706,万里马,5.73,0,0,0,0,0,0,不涨,0.0038299665320664644
1961,S 300592,创业板,20220706,华凯创意,15.86,0,0,0,0,0,0,不涨,0.022862635552883148
1962,S 300593,创业板,20220706,新雷能,41.44,0,0,0,0,0,0,不涨,1.895010791486129e-05
1963,S 300594,创业板,20220706,朗进科技,16.63,0,0,0,0,0,0,不涨,0.0015696872724220157
1964,S 300595,创业板,20220706,欧普康视,53.12,0,0,0,0,0,0,不涨,0.006829605903476477
1965,S 300596,创业板,20220706,利安隆,46.35,0,0,0,0,0,0,不涨,7.400279855573899e-07
1966,S 300597,创业板,20220706,吉大通信,8.08,0,0,0,0,0,0,不涨,0.00274253124371171
1967,S 300598,创业板,20220706,诚迈科技,43.2,0,0,0,0,0,0,不涨,0.009411340579390526
1968,S 300599,创业板,20220706,雄塑科技,8.11,0,0,0,0,0,0,不涨,0.0009929020889103413
1969,S 300600,创业板,20220706,国瑞科技,8.99,0,0,0,0,0,0,不涨,0.0011226530186831951
1970,S 300601,创业板,20220706,康泰生物,44.53,0,0,0,0,0,0,不涨,0.0016364604234695435
1971,S 300602,创业板,20220706,飞荣达,15.02,0,0,0,0,0,0,不涨,0.0033107732888311148
1972,S 300603,创业板,20220706,立昂技术,11.08,0,0,0,0,0,0,不涨,0.014961287379264832
1973,S 300604,创业板,20220706,长川科技,44.27,0,0,0,0,0,0,不涨,0.0012143482454121113
1974,S 300605,创业板,20220706,恒锋信息,12.7,0,0,0,0,0,0,不涨,0.004259506706148386
1975,S 300606,创业板,20220706,金太阳,11.99,0,0,0,0,0,0,不涨,0.00833672471344471
1976,S 300607,创业板,20220706,拓斯达,13.61,0,0,0,0,0,0,不涨,0.006249767728149891
1977,S 300608,创业板,20220706,思特奇,8.75,0,0,0,0,0,0,不涨,0.04431435838341713
1978,S 300609,创业板,20220706,汇纳科技,13.85,0,0,0,0,0,0,不涨,0.0017126797465607524
1979,S 300610,创业板,20220706,晨化股份,18.33,0,0,0,0,0,0,不涨,0.0018073784885928035
1980,S 300611,创业板,20220706,美力科技,11.53,0,0,0,0,0,0,不涨,0.05785631015896797
1981,S 300612,创业板,20220706,宣亚国际,18.17,0,0,0,0,0,0,不涨,0.013046307489275932
1982,S 300613,创业板,20220706,富瀚微,79.28,0,0,0,0,0,0,不涨,0.007120268885046244
1983,S 300615,创业板,20220706,欣天科技,10.44,0,0,0,0,0,0,不涨,0.004154479596763849
1984,S 300616,创业板,20220706,尚品宅配,25.35,0,0,0,0,0,0,不涨,0.002441579941660166
1985,S 300617,创业板,20220706,安靠智电,44.66,0,0,0,0,0,0,不涨,0.0027908403426408768
1986,S 300618,创业板,20220706,寒锐钴业,65.52,0,0,0,0,0,0,不涨,0.0077469185926020145
1987,S 300619,创业板,20220706,金银河,80.02,0,0,0,0,0,0,不涨,2.3873644749983214e-05
1988,S 300620,创业板,20220706,光库科技,36.44,0,0,0,0,0,0,不涨,0.012016117572784424
1989,S 300621,创业板,20220706,维业股份,8.65,0,0,0,0,0,0,不涨,0.002914269920438528
1990,S 300622,创业板,20220706,博士眼镜,23.99,0,0,0,0,0,0,不涨,1.6215155937970849e-06
1991,S 300623,创业板,20220706,捷捷微电,23.65,0,0,0,0,0,0,不涨,0.004632359836250544
1992,S 300624,创业板,20220706,万兴科技,31.24,0,0,0,0,0,0,不涨,0.00184177840128541
1993,S 300625,创业板,20220706,三雄极光,11.61,0,0,0,0,0,0,不涨,0.00250864215195179
1994,S 300626,创业板,20220706,华瑞股份,9.03,0,0,0,0,0,0,不涨,0.007906876504421234
1995,S 300627,创业板,20220706,华测导航,35.11,0,0,0,0,0,0,不涨,0.00015529434313066304
1996,S 300628,创业板,20220706,亿联网络,74.94,0,0,0,0,0,0,不涨,1.1772915058827493e-05
1997,S 300629,创业板,20220706,新劲刚,21.02,0,0,0,0,0,0,不涨,0.016756240278482437
1998,S 300630,创业板,20220706,普利制药,34.81,0,0,0,0,0,0,不涨,0.0038945230189710855
1999,S 300631,创业板,20220706,久吾高科,30.79,0,0,0,0,0,0,不涨,0.009623730555176735
2000,S 300632,创业板,20220706,光莆股份,10.56,0,0,0,0,0,0,不涨,0.005377975292503834
2001,S 300633,创业板,20220706,开立医疗,31.02,0,0,0,0,0,0,不涨,0.0071441615000367165
2002,S 300634,创业板,20220706,彩讯股份,12.03,0,0,0,0,0,0,不涨,0.000749121536500752
2003,S 300635,创业板,20220706,中达安,17.5,0,0,0,0,0,0,不涨,0.004280583467334509
2004,S 300636,创业板,20220706,同和药业,15.38,0,0,0,0,0,0,不涨,0.01795758679509163
2005,S 300637,创业板,20220706,扬帆新材,7.49,0,0,0,0,0,0,不涨,0.006674205418676138
2006,S 300638,创业板,20220706,广和通,23.88,0,0,0,0,0,0,不涨,0.0007240342674776912
2007,S 300639,创业板,20220706,凯普生物,22.28,0,0,0,0,0,0,不涨,0.0017948099412024021
2008,S 300640,创业板,20220706,德艺文创,5.79,0,0,0,0,0,0,不涨,0.004747461061924696
2009,S 300641,创业板,20220706,正丹股份,5.8,0,0,0,0,0,0,不涨,0.017481524497270584
2010,S 300642,创业板,20220706,透景生命,22.9,0,0,0,0,0,0,不涨,0.002042976673692465
2011,S 300643,创业板,20220706,万通智控,17.33,0,0,0,0,0,0,不涨,0.3494895100593567
2012,S 300644,创业板,20220706,南京聚隆,15.16,0,0,0,0,0,0,不涨,0.0020304450299590826
2013,S 300645,创业板,20220706,正元智慧,22.01,0,0,0,0,0,0,不涨,0.0022647948935627937
2014,S 300647,创业板,20220706,超频三,11.08,0,0,0,0,0,0,不涨,0.022401778027415276
2015,S 300648,创业板,20220706,星云股份,40.14,0,0,0,0,0,0,不涨,0.005009668413549662
2016,S 300649,创业板,20220706,杭州园林,23.36,0,0,0,0,0,0,不涨,0.028926340863108635
2017,S 300650,创业板,20220706,太龙股份,13.09,0,0,0,0,0,0,不涨,0.009244800545275211
2018,S 300651,创业板,20220706,金陵体育,24.48,0,0,0,0,0,0,不涨,0.0018041005823761225
2019,S 300652,创业板,20220706,雷迪克,22.67,0,0,0,0,0,0,不涨,0.009324639104306698
2020,S 300653,创业板,20220706,正海生物,54.85,0,0,0,0,0,0,不涨,0.00014450160961132497
2021,S 300654,创业板,20220706,世纪天鸿,8.25,0,0,0,0,0,0,不涨,0.002457080176100135
2022,S 300655,创业板,20220706,晶瑞电材,18.69,0,0,0,0,0,0,不涨,0.0007349615334533155
2023,S 300656,创业板,20220706,民德电子,33.3,0,0,0,0,0,0,不涨,0.0001867257378762588
2024,S 300657,创业板,20220706,弘信电子,11.64,0,0,0,0,0,0,不涨,0.003333250293508172
2025,S 300658,创业板,20220706,延江股份,9.43,0,0,0,0,0,0,不涨,0.009864948689937592
2026,S 300659,创业板,20220706,中孚信息,20.19,0,0,0,0,0,0,不涨,0.0012166972737759352
2027,S 300660,创业板,20220706,江苏雷利,34.99,0,0,0,0,0,0,不涨,0.06169705465435982
2028,S 300661,创业板,20220706,圣邦股份,186.95,0,0,0,0,0,0,不涨,5.5708489526296034e-05
2029,S 300662,创业板,20220706,科锐国际,49.61,0,0,0,0,0,0,不涨,0.00553761376067996
2030,S 300663,创业板,20220706,科蓝软件,14.78,0,0,0,0,0,0,不涨,0.00839493703097105
2031,S 300664,创业板,20220706,鹏鹞环保,5.49,0,0,0,0,0,0,不涨,0.0027632720302790403
2032,S 300665,创业板,20220706,飞鹿股份,8.14,0,0,0,0,0,0,不涨,0.0036687422543764114
2033,S 300666,创业板,20220706,江丰电子,59.98,0,0,0,0,0,0,不涨,0.033777862787246704
2034,S 300667,创业板,20220706,必创科技,16.47,0,0,0,0,0,0,不涨,0.008149408735334873
2035,S 300668,创业板,20220706,杰恩设计,18.13,0,0,0,0,0,0,不涨,0.012484043836593628
2036,S 300669,创业板,20220706,沪宁股份,9.22,0,0,0,0,0,0,不涨,0.00018829981854651123
2037,S 300670,创业板,20220706,大烨智能,7.76,0,0,0,0,0,0,不涨,0.04829978197813034
2038,S 300671,创业板,20220706,富满微,67.87,0,0,0,0,0,0,不涨,0.001254725269973278
2039,S 300672,创业板,20220706,国科微,81.47,0,0,0,0,0,0,不涨,0.010087885893881321
2040,S 300673,创业板,20220706,佩蒂股份,17.43,0,0,0,0,0,0,不涨,0.0011437773937359452
2041,S 300674,创业板,20220706,宇信科技,14.94,0,0,0,0,0,0,不涨,0.0005474649369716644
2042,S 300675,创业板,20220706,建科院,15.58,0,0,0,0,0,0,不涨,0.0037000037264078856
2043,S 300676,创业板,20220706,华大基因,69.64,0,0,0,0,0,0,不涨,0.0023552444763481617
2044,S 300677,创业板,20220706,英科医疗,24.81,0,0,0,0,0,0,不涨,0.0035366741940379143
2045,S 300678,创业板,20220706,中科信息,16.99,0,0,0,0,0,0,不涨,0.007017374970018864
2046,S 300679,创业板,20220706,电连技术,42.05,0,0,0,0,0,0,不涨,0.017062246799468994
2047,S 300680,创业板,20220706,隆盛科技,24.51,0,0,0,0,0,0,不涨,0.004428136628121138
2048,S 300681,创业板,20220706,英搏尔,57.58,0,0,0,0,0,0,不涨,0.009836170822381973
2049,S 300682,创业板,20220706,朗新科技,24.65,0,0,0,0,0,0,不涨,0.00011259834718657658
2050,S 300683,创业板,20220706,海特生物,42.7,0,0,0,0,0,0,不涨,0.009156733751296997
2051,S 300684,创业板,20220706,中石科技,13.52,0,0,0,0,0,0,不涨,0.005867104511708021
2052,S 300685,创业板,20220706,艾德生物,32.4,0,0,0,0,0,0,不涨,0.0012007371988147497
2053,S 300686,创业板,20220706,智动力,11.4,0,0,0,0,0,0,不涨,0.007283338345587254
2054,S 300687,创业板,20220706,赛意信息,22.89,0,0,0,0,0,0,不涨,1.7154145552922273e-06
2055,S 300688,创业板,20220706,创业黑马,17.26,0,0,0,0,0,0,不涨,0.006708428263664246
2056,S 300689,创业板,20220706,澄天伟业,16.67,0,0,0,0,0,0,不涨,0.0018448173068463802
2057,S 300690,创业板,20220706,双一科技,17.78,0,0,0,0,0,0,不涨,0.0046483189798891544
2058,S 300691,创业板,20220706,联合光电,14.6,0,0,0,0,0,0,不涨,0.01539346668869257
2059,S 300692,创业板,20220706,中环环保,7.22,0,0,0,0,0,0,不涨,0.0023249578662216663
2060,S 300693,创业板,20220706,盛弘股份,28.41,0,0,0,0,0,0,不涨,0.0007418194436468184
2061,S 300694,创业板,20220706,蠡湖股份,10.22,0,0,0,0,0,0,不涨,0.0044707502238452435
2062,S 300695,创业板,20220706,兆丰股份,51.49,0,0,0,0,0,0,不涨,0.001285803853534162
2063,S 300696,创业板,20220706,爱乐达,43.4,0,0,0,0,0,0,不涨,5.086406599730253e-05
2064,S 300697,创业板,20220706,电工合金,10.34,0,0,0,0,0,0,不涨,0.001485125278122723
2065,S 300698,创业板,20220706,万马科技,16.1,0,0,0,0,0,0,不涨,0.0055831861682236195
2066,S 300699,创业板,20220706,光威复材,60.13,0,0,0,0,0,0,不涨,0.0019629427697509527
2067,S 300700,创业板,20220706,岱勒新材,31.9,0,0,0,0,0,0,不涨,0.07892642915248871
2068,S 300701,创业板,20220706,森霸传感,9.49,0,0,0,0,0,0,不涨,0.0015062813181430101
2069,S 300702,创业板,20220706,天宇股份,27.66,0,0,0,0,0,0,不涨,0.006898948922753334
2070,S 300703,创业板,20220706,创源股份,9.89,0,0,0,0,0,0,不涨,0.020094197243452072
2071,S 300705,创业板,20220706,九典制药,21.15,0,0,0,0,0,0,不涨,3.416107574594207e-05
2072,S 300706,创业板,20220706,阿石创,23.85,0,0,0,0,0,0,不涨,0.013487976975739002
2073,S 300707,创业板,20220706,威唐工业,17.12,0,0,0,0,0,0,不涨,0.03529009595513344
2074,S 300708,创业板,20220706,聚灿光电,12.42,0,0,0,0,0,0,不涨,0.004683798179030418
2075,S 300709,创业板,20220706,精研科技,28.1,0,0,0,0,0,0,不涨,0.0013541094958782196
2076,S 300710,创业板,20220706,万隆光电,26.92,0,0,0,0,0,0,不涨,0.006929720286279917
2077,S 300711,创业板,20220706,广哈通信,11.17,0,0,0,0,0,0,不涨,0.002056922297924757
2078,S 300712,创业板,20220706,永福股份,57.35,0,0,0,0,0,0,不涨,0.0008553235093131661
2079,S 300713,创业板,20220706,英可瑞,15.02,0,0,0,0,0,0,不涨,0.028592374175786972
2080,S 300715,创业板,20220706,凯伦股份,13.13,0,0,0,0,0,0,不涨,0.0013810002710670233
2081,S 300716,创业板,20220706,国立科技,9.08,0,0,0,0,0,0,不涨,0.007252776063978672
2082,S 300717,创业板,20220706,华信新材,13.57,0,0,0,0,0,0,不涨,0.005276727024465799
2083,S 300718,创业板,20220706,长盛轴承,18.16,0,0,0,0,0,0,不涨,0.015465476550161839
2084,S 300719,创业板,20220706,安达维尔,11.3,0,0,0,0,0,0,不涨,0.056441739201545715
2085,S 300720,创业板,20220706,海川智能,12.51,0,0,0,0,0,0,不涨,0.01698675937950611
2086,S 300721,创业板,20220706,怡达股份,37.7,0,0,0,0,0,0,不涨,0.0013371596578508615
2087,S 300722,创业板,20220706,新余国科,30.52,0,0,0,0,0,0,不涨,0.0034294002689421177
2088,S 300723,创业板,20220706,一品红,29.05,0,0,0,0,0,0,不涨,0.0027555169072002172
2089,S 300724,创业板,20220706,捷佳伟创,102.85,0,0,0,0,0,0,不涨,0.01757684350013733
2090,S 300725,创业板,20220706,药石科技,104.6,0,0,0,0,0,0,不涨,0.012112226337194443
2091,S 300726,创业板,20220706,宏达电子,61.18,0,0,0,0,0,0,不涨,0.0008949298062361777
2092,S 300727,创业板,20220706,润禾材料,29.3,0,0,0,0,0,0,不涨,0.014603519812226295
2093,S 300729,创业板,20220706,乐歌股份,18.54,0,0,0,0,0,0,不涨,0.002038311678916216
2094,S 300730,创业板,20220706,科创信息,10.15,0,0,0,0,0,0,不涨,0.007041252683848143
2095,S 300731,创业板,20220706,科创新源,22.72,0,0,0,0,0,0,不涨,0.019468368962407112
2096,S 300732,创业板,20220706,设研院,10.81,0,0,0,0,0,0,不涨,0.017572710290551186
2097,S 300733,创业板,20220706,西菱动力,21.77,0,0,0,0,0,0,不涨,0.002644455758854747
2098,S 300735,创业板,20220706,光弘科技,9.96,0,0,0,0,0,0,不涨,0.0011760747293010354
2099,S 300736,创业板,20220706,百邦科技,9.62,0,0,0,0,0,0,不涨,0.0026060491800308228
2100,S 300737,创业板,20220706,科顺股份,12.45,0,0,0,0,0,0,不涨,0.00754501624032855
2101,S 300738,创业板,20220706,奥飞数据,10.68,0,0,0,0,0,0,不涨,0.0031550093553960323
2102,S 300739,创业板,20220706,明阳电路,15.63,0,0,0,0,0,0,不涨,0.012498143129050732
2103,S 300740,创业板,20220706,水羊股份,13.05,0,0,0,0,0,0,不涨,0.008784580044448376
2104,S 300741,创业板,20220706,华宝股份,29.77,0,0,0,0,0,0,不涨,0.0023660361766815186
2105,S 300742,创业板,20220706,越博动力,15.32,0,0,0,0,0,0,不涨,0.004443191923201084
2106,S 300743,创业板,20220706,天地数码,11.28,0,0,0,0,0,0,不涨,0.001798262121155858
2107,S 300745,创业板,20220706,欣锐科技,50.31,0,0,0,0,0,0,不涨,0.03705223277211189
2108,S 300746,创业板,20220706,汉嘉设计,11.17,0,0,0,0,0,0,不涨,0.0027522696182131767
2109,S 300747,创业板,20220706,锐科激光,40.65,0,0,0,0,0,0,不涨,0.0021363645792007446
2110,S 300748,创业板,20220706,金力永磁,43.21,0,0,0,0,0,0,不涨,0.01654307171702385
2111,S 300749,创业板,20220706,顶固集创,7.2,0,0,0,0,0,0,不涨,0.000801954825874418
2112,S 300750,创业板,20220706,宁德时代,522.0,0,0,0,0,0,0,不涨,0.00013021769700571895
2113,S 300751,创业板,20220706,迈为股份,499.53,0,0,0,0,0,0,不涨,3.416511754039675e-05
2114,S 300752,创业板,20220706,隆利科技,20.87,0,0,0,0,0,0,不涨,0.014802678488194942
2115,S 300753,创业板,20220706,爱朋医疗,14.1,0,0,0,0,0,0,不涨,0.002966324333101511
2116,S 300755,创业板,20220706,华致酒行,42.12,0,0,0,0,0,0,不涨,2.2039375835447572e-06
2117,S 300756,创业板,20220706,金马游乐,14.27,0,0,0,0,0,0,不涨,0.0004065950051881373
